model_type,problem_type,eval_mode,graph_seed,n_nodes,n_edges,density,replication,attack_limit,optimal_objective,predicted_objective,objective_gap,hamming_distance,exact_match,num_correct_edges,num_predicted_attacks,num_optimal_attacks,mip_solve_time,mip_total_time,inference_time
edge_transformer,shortest_path,ood_size,10050020,100,500,5.0,15,1,12.0,11,0.08333333333333333,2,0,0,1,1,0.13892070669680834,0.15028833225369453,0.0047682952135801315
edge_transformer,shortest_path,ood_size,10050021,100,500,5.0,16,1,17.0,16,0.058823529411764705,2,0,0,1,1,0.12960813799872994,0.14057338191196322,0.00470740394666791
edge_transformer,shortest_path,ood_size,10050022,100,500,5.0,17,1,14.0,14,0.0,0,1,1,1,1,0.10795286204665899,0.11910536605864763,0.004617775324732065
edge_transformer,shortest_path,ood_size,10050023,100,500,5.0,18,1,22.0,20,0.09090909090909091,2,0,0,1,1,0.10519737377762794,0.11611734703183174,0.010448192246258259
edge_transformer,shortest_path,ood_size,10050024,100,500,5.0,19,1,13.0,6,0.5384615384615384,2,0,0,1,1,0.1088766548782587,0.12025729892775416,0.010701561812311411
edge_transformer,shortest_path,ood_size,10060005,100,600,6.0,0,1,9.0,9,0.0,2,0,0,1,1,0.1159248873591423,0.12830256391316652,0.014348664321005344
edge_transformer,shortest_path,ood_size,10060006,100,600,6.0,1,1,20.000000000000004,15,0.2500000000000001,2,0,0,1,1,0.13866272568702698,0.1512324451468885,0.013916071970015764
edge_transformer,shortest_path,ood_size,10060007,100,600,6.0,2,1,9.0,9,0.0,0,1,1,1,1,0.11721436027437449,0.1294433381408453,0.013294951058924198
edge_transformer,shortest_path,ood_size,10060008,100,600,6.0,3,1,22.000000000000004,22,1.6148698540002275e-16,0,1,1,1,1,0.1401807712391019,0.15274916915223002,0.013939062599092722
edge_transformer,shortest_path,ood_size,10060009,100,600,6.0,4,1,18.000000000000007,18,3.947459643111666e-16,0,1,1,1,1,0.1276594721712172,0.14000421995297074,0.013936692848801613
edge_transformer,shortest_path,ood_size,10060010,100,600,6.0,5,1,15.0,15,0.0,0,1,1,1,1,0.17580775963142514,0.18830413883551955,0.0137387216091156
edge_transformer,shortest_path,ood_size,10060011,100,600,6.0,6,1,15.0,15,0.0,0,1,1,1,1,0.13563902722671628,0.14796650502830744,0.014001422561705112
edge_transformer,shortest_path,ood_size,10060012,100,600,6.0,7,1,14.0,11,0.21428571428571427,2,0,0,1,1,0.1249342430382967,0.13752627186477184,0.01731147337704897
edge_transformer,shortest_path,ood_size,10060013,100,600,6.0,8,1,17.0,17,0.0,0,1,1,1,1,0.1232255888171494,0.1356552871875465,0.013750423211604357
edge_transformer,shortest_path,ood_size,10060014,100,600,6.0,9,1,12.0,8,0.3333333333333333,2,0,0,1,1,0.12075565103441477,0.1329710278660059,0.009808680042624474
edge_transformer,shortest_path,ood_size,10060015,100,600,6.0,10,1,9.0,9,0.0,0,1,1,1,1,0.1086443136446178,0.12089728191494942,0.009221648331731558
edge_transformer,shortest_path,ood_size,10060016,100,600,6.0,11,1,3.0,3,0.0,0,1,1,1,1,0.12498610373586416,0.13770568324252963,0.01014177082106471
