model_type,problem_type,eval_mode,graph_seed,n_nodes,n_edges,density,replication,attack_limit,optimal_objective,predicted_objective,objective_gap,hamming_distance,exact_match,num_correct_edges,num_predicted_attacks,num_optimal_attacks,mip_solve_time,mip_total_time,inference_time
tropical_v2,shortest_path,ood_size,10050008,100,500,5.0,3,1,18.0,16,0.1111111111111111,2,0,0,1,1,0.10624606488272548,0.11693678796291351,0.00565773481503129
tropical_v2,shortest_path,ood_size,10050009,100,500,5.0,4,1,14.0,14,0.0,0,1,1,1,1,0.10550430789589882,0.11601342214271426,0.005755404010415077
tropical_v2,shortest_path,ood_size,10050010,100,500,5.0,5,1,21.0,17,0.19047619047619047,2,0,0,1,1,0.13909010775387287,0.14962446177378297,0.0057286848314106464
tropical_v2,shortest_path,ood_size,10050011,100,500,5.0,6,1,12.0,12,0.0,0,1,1,1,1,0.11532679526135325,0.12576502934098244,0.0056957947090268135
tropical_v2,shortest_path,ood_size,10050012,100,500,5.0,7,1,17.0,17,0.0,0,1,1,1,1,0.11644266033545136,0.12707054195925593,0.005710424855351448
tropical_v2,shortest_path,ood_size,10050013,100,500,5.0,8,1,18.0,18,0.0,2,0,0,1,1,0.11823565186932683,0.1287067448720336,0.005678224842995405
tropical_v2,shortest_path,ood_size,10050014,100,500,5.0,9,1,18.0,16,0.1111111111111111,2,0,0,1,1,0.13872390007600188,0.1491940738633275,0.005746934097260237
tropical_v2,shortest_path,ood_size,10050015,100,500,5.0,10,1,20.0,20,0.0,0,1,1,1,1,0.2055147117935121,0.21595593495294452,0.005777543876320124
tropical_v2,shortest_path,ood_size,10050016,100,500,5.0,11,1,10.0,8,0.2,2,0,0,1,1,0.13976233592256904,0.15062859700992703,0.005675824824720621
tropical_v2,shortest_path,ood_size,10050017,100,500,5.0,12,1,10.0,10,0.0,0,1,1,1,1,0.10075424006208777,0.11129223322495818,0.005709765013307333
tropical_v2,shortest_path,ood_size,10050018,100,500,5.0,13,1,14.0,14,0.0,0,1,1,1,1,0.1059318371117115,0.1163490996696055,0.00562944496050477
tropical_v2,shortest_path,ood_size,10050019,100,500,5.0,14,1,14.0,14,0.0,0,1,1,1,1,0.10907937306910753,0.12178566586226225,0.0057211448438465595
tropical_v2,shortest_path,ood_size,10050020,100,500,5.0,15,1,12.0,11,0.08333333333333333,2,0,0,1,1,0.13196905003860593,0.14277100190520287,0.005669425241649151
tropical_v2,shortest_path,ood_size,10050021,100,500,5.0,16,1,17.0,16,0.058823529411764705,2,0,0,1,1,0.12278676219284534,0.13342441385611892,0.005716895218938589
tropical_v2,shortest_path,ood_size,10050022,100,500,5.0,17,1,14.0,14,0.0,0,1,1,1,1,0.10160110564902425,0.1121300389058888,0.00555471470579505
tropical_v2,shortest_path,ood_size,10050023,100,500,5.0,18,1,22.0,20,0.09090909090909091,2,0,0,1,1,0.09955537505447865,0.10999516863375902,0.0056053041480481625
tropical_v2,shortest_path,ood_size,10050024,100,500,5.0,19,1,13.0,6,0.5384615384615384,2,0,0,1,1,0.10336889931932092,0.2079324722290039,0.005719443783164024
tropical_v2,shortest_path,ood_size,10060005,100,600,6.0,0,1,9.0,9,0.0,2,0,0,1,1,0.11694889795035124,0.12932865181937814,0.005858564283698797
tropical_v2,shortest_path,ood_size,10060006,100,600,6.0,1,1,20.000000000000004,15,0.2500000000000001,2,0,0,1,1,0.13902855897322297,0.15183628210797906,0.005733323749154806
tropical_v2,shortest_path,ood_size,10060007,100,600,6.0,2,1,9.0,9,0.0,0,1,1,1,1,0.118636230006814,0.13106612488627434,0.005677014589309692
tropical_v2,shortest_path,ood_size,10060008,100,600,6.0,3,1,22.000000000000004,22,1.6148698540002275e-16,0,1,1,1,1,0.14205212518572807,0.1547868987545371,0.0057660238817334175
tropical_v2,shortest_path,ood_size,10060009,100,600,6.0,4,1,18.000000000000007,18,3.947459643111666e-16,0,1,1,1,1,0.13038240699097514,0.1429558820091188,0.005765415262430906
tropical_v2,shortest_path,ood_size,10060010,100,600,6.0,5,1,15.0,15,0.0,0,1,1,1,1,0.17810193495824933,0.19025281071662903,0.005744503811001778
tropical_v2,shortest_path,ood_size,10060011,100,600,6.0,6,1,15.0,15,0.0,0,1,1,1,1,0.13637628080323339,0.1488360157236457,0.005744845140725374
tropical_v2,shortest_path,ood_size,10060012,100,600,6.0,7,1,14.0,11,0.21428571428571427,2,0,0,1,1,0.12698942283168435,0.13979350496083498,0.005702865310013294
tropical_v2,shortest_path,ood_size,10060013,100,600,6.0,8,1,17.0,17,0.0,0,1,1,1,1,0.12114291917532682,0.1335305441170931,0.005692845210433006
tropical_v2,shortest_path,ood_size,10060014,100,600,6.0,9,1,12.0,8,0.3333333333333333,2,0,0,1,1,0.12129596900194883,0.13407897111028433,0.005755965132266283
tropical_v2,shortest_path,ood_size,10060015,100,600,6.0,10,1,9.0,9,0.0,0,1,1,1,1,0.1105339559726417,0.12298628967255354,0.005745914299041033
tropical_v2,shortest_path,ood_size,10060016,100,600,6.0,11,1,3.0,3,0.0,0,1,1,1,1,0.1264503146521747,0.1389403590001166,0.005676395259797573
tropical_v2,shortest_path,ood_size,10060017,100,600,6.0,12,1,13.000000000000004,13,2.7328566760003845e-16,0,1,1,1,1,0.1353985550813377,0.14799832925200462,0.005763954017311335
tropical_v2,shortest_path,ood_size,10060018,100,600,6.0,13,1,19.0,15,0.21052631578947367,2,0,0,1,1,0.21754576917737722,0.22972484398633242,0.005818814039230347
tropical_v2,shortest_path,ood_size,10060019,100,600,6.0,14,1,13.000000000000004,13,2.7328566760003845e-16,2,0,0,1,1,0.1876981807872653,0.20022825617343187,0.0057214051485061646
tropical_v2,shortest_path,ood_size,10060020,100,600,6.0,15,1,22.0,20,0.09090909090909091,2,0,0,1,1,0.1536806528456509,0.16605380875989795,0.005709044169634581
tropical_v2,shortest_path,ood_size,10060021,100,600,6.0,16,1,14.0,12,0.14285714285714285,2,0,0,1,1,0.1691663251258433,0.1817995379678905,0.005815793760120869
tropical_v2,shortest_path,ood_size,10060022,100,600,6.0,17,1,18.0,18,0.0,0,1,1,1,1,0.13301289593800902,0.14531546086072922,0.005739704240113497
tropical_v2,shortest_path,ood_size,10060023,100,600,6.0,18,1,18.0,18,0.0,0,1,1,1,1,0.1543997898697853,0.16684805508702993,0.00582212395966053
